ean;libelle_produit;prix
7,52262E+12;spaghetti 500g;5,1
1,15265E+12;tagliatelle sans gluten 250g;4,88
9,0057E+12;ravioloni ricotta epinards san;4,88
4,67795E+12;tortelloni artichaut speck 250;3,94
1,51166E+12;mezzaluna bella lodi tomates s;4,2
4,45794E+12;gnocchi farcis a la truffe 250;4,06
4,56909E+12;spatzle pates fraiches 400grs;3,42
6,83036E+12;spatzle pates fraiches kilo;7,05
2,36621E+12;knopfle pate fraiche 400g;3,52
3,59252E+12;spatzle herbes pates fraic400g;4,07
4,36137E+12;cappelletti jambon cru 125g;1,78
9,12264E+12;tortellini ricot/epinards 125g;2,07
2,08082E+11;tortellini ricot spinaci 250g;3,63
1,06614E+12;tortellini prosciutto cru 250g;3,63
3,20728E+12;tortellini pesto/basilic 250g;3,49
9,01693E+12;ravioli 4 formaggi 250 g;3,63
8,37013E+12;gd ravioli cepes 250g;3,61
8,22064E+12;gd ravioli gorgonzola noix 250;3,65
6,20221E+11;fonds tartes flambees x4+1gt;2,86
8,60122E+12;fonds tartes flambees x 4;3,09
2,57039E+12;garniture tarte flambee 500g;3,4
7,6855E+12;pate pizza ronde 260gr;1,7
5,72208E+12;pate cookie nat pep choc 350g;2,58
5,24419E+12;pate a pizza maxi herta 385 g;2,42
9,78274E+12;pate tart feuil beur marie 230;1,68
1,1706E+11;pate tart brisee beur marie230;1,78
5,67531E+12;pate a flammkueche x 2 363 g;1,89
1,56285E+12;pate feuilletee tout simplemen;1,22
7,86464E+12;pate brisee tout simplement 23;1,32
3,84613E+12;sachet de 3 galettes de bl² no;2,3
8,54859E+12;sachet de 6 crepes de froment;4,5
9,57824E+12;sachet de 6 galettes de bl² no;4,5
1,68749E+12;kit pizza pate epaisse 600g;2,75
40179457213;páte feuillet{e roul{e sans gl;2,41
1,12769E+12;páte bris{e roul{e sans gluten;2,41
6,63554E+12;4 carres pate feuilletee 200g;1,29
9,46843E+12;8 crepes moelleuses;4,69
1,10568E+12;6 galettes sarasin;4,49
9,41577E+12;6 crepes sucrees;4,49
2,17432E+12;pate a tarte feuilletee far co;1,84
7,70428E+12;pate a cookie choc duo 350g;3,43
9,66092E+12;pate sablee epaisse 320 g;2,39
7,99463E+12;pate a tarte  tarte en or  bri;1,3
8,70913E+12;pate a tarte brisee epaisse;1,76
8,52933E+12;pate a tarte feuilletee 235g;1,2
9,79536E+12;bastoncini di salame 60grs;2,24
1,30617E+12;bloc foie gras de canard natur;5,55
9,38001E+12;mini apero tomate piment;3,98
5,55863E+12;cocktail boudin blanc 300g;3,95
9,18169E+12;cocktail nature 300 g;3,3
8,29733E+12;cocktail nature 300g+20% gt;2,94
9,00204E+12;cocktail nature 450g;4,16
6,19207E+12;boudin blanc jean caby 220g;3,17
9,05496E+12;pate croute petite france 2tr.;4,87
4,80611E+12;mini rillons nature 150g;3,19
5,46379E+12;pt pate en croute noisette 450;4,56
5,01031E+12;mini croute poulet moutarde450;4,58
6,87901E+12;mini saucisson brioche 120g;2,3
1,54192E+12;olives mediterranee 150g;3,12
1,82732E+12;olives a la grecque 150g;3,28
5,87433E+11;oliv.manzanilla andalouse 150g;3,12
4,31458E+11;involtini 120g blini;4,89
9,93748E+12;falafels x8 125g blini;3,96
9,63283E+12;mini nems poulet x6 90g blini;4,03
3,5417E+12;rikakats x5 100g blini;3,96
1,81243E+12;samossas x6 90g blini;3,96
1,81024E+12;6 accras de morue 120g blini;3,69
7,42749E+12;6 boreks 90g;3,56
7,33857E+12;olives manzanilla recette a la;4,76
3,96024E+12;olives manzanilla recette a l';4,76
2,37562E+12;confit de courgettes 90 g;2,37
4,54542E+12;poivrons a la ricotta 150g  -;4,84
9,17724E+12;5 arancini 100g;3,56
8,45891E+12;billes de chevre, coeur de tom;4,09
7,28079E+12;brioche au saucisson  400g;3,47
2,28854E+12;pate croute cocktail olives450;3,86
4,60614E+12;pastrami boeuf au poivre 200 g;8,46
1,88315E+12;tzaziki from blc concomb 200 g;3,6
8,89833E+12;mini filet hareng facon tapas;5,11
6,14619E+12;mini batoun de chevre 150 g;4,96
8,74549E+12;tomates confites 200 g;4,42
4,30621E+12;coeurs d artichauts 200g;4,08
9,74407E+12;mini poivrons jaune/tomat 150g;3,95
9,35753E+12;mini rosette justin bridou 80g;2,03
4,30082E+12;baton berger ptr jb 120 g;3,08
3,17612E+12;mini baton berger poulet 100g;2,66
8,22031E+12;mini baton berger nature 80g;2,85
9,02855E+12;assortiment tapas aoste 130g;3,79
5,51888E+12;fines tr.chorizo st agaune 75g;3,11
7,92484E+12;les fines tranches saint agaun;3,66
7,34272E+12;stick roquefort et noix 100g;2,96
7,1921E+12;tourte retheloise 600g;8,15
8,45876E+12;tapenade olives noires 100g;2,52
4,28555E+12;tapenade olives vertes 100g;2,52
4,46689E+12;delice d artichauts 100 g;2,52
4,63444E+12;caviar aubergines 100g;2,52
6,01019E+12;delice tomates sechees 100g;2,49
6,4096E+12;foie gras au sauterne;29,95
6,72647E+12;petits secs a croquer 160g;4,4
7,48504E+12;mini stick nature auvernou;2,66
8,8983E+12;trio apero a l'italienne ensol;3,36
5,56674E+12;tomates cerise confites ensole;3,48
5,88603E+12;artichauts grilles ensoleil'ad;3,25
8,37781E+12;marine de saison ensoleil'ade;3,25
9,52577E+12;prefou ail 350g;4,45
7,26394E+12;prefou chevre 250g;3,56
4,87305E+12;chiffonnade de jambon serrano;2,98
5,77684E+12;chiffonnade de rosette de lyon;2,98
3,03238E+12;chiffonnade de coppa italienne;2,98
1,02729E+12;chiffonnade pav{ piment d'espe;2,98
4,6856E+12;olives vertes italia 150g;2,79
7,60497E+12;olives kalamata basilic 120g;2,96
6,68921E+12;olive fleur de ciboulette 150g;2,99
4,0701E+12;salade grecque en 150 g;3,46
1,80571E+12;pastrami de boeuf 200g;6,9
1,22237E+12;saucisses de boeuf 400g;7,61
4,12976E+12;mini-kabanos 250grs;7,14
8,34199E+11;saucisse cocktail 340grs;7,45
6,87576E+12;delice volaille trche 142grs;4,83
9,54768E+12;kabanos x4 saucisson 210grs;7,16
7,59654E+12;choux rouge mayonnaise 250g;3,41
3,40487E+12;carotte a la marocaine 250g;3,25
2,73252E+11;houmous de luxe - 400g;4,28
4,91151E+12;coleslaw 250g;3,41
6,66593E+12;matboukha 250g;3,19
5,20649E+12;ail pile 190grs;3,81
8,75598E+12;harissa tradition 210grs;3,61
1,89099E+12;aubergines frites 250g;3,25
2,35253E+12;mousse de foie volaille 142 g;4,86
6,74651E+12;creme d'avocat 200g;4,57
5,76857E+12;houmous extra 250g;3,29
2,36589E+12;houmous prestige 250g;3,23
9,61305E+12;houmous plus 250g;3,51
3,35841E+12;tehina 250g;3,19
5,88268E+12;salade de houmous 250gr;3,26
3,25406E+12;aubergine a la mayonnaise 250g;3,11
27324839730;salade aubergine grecque 250gr;3,2
8,47265E+12;salade aubergine braisee 250gr;3,2
8,91554E+12;knacki ball poulet 200 g;2,6
5,28701E+12;knacki ball original 200h;2,25
9,05493E+11;aperitivo mortadelle 60 g;1,86
2,70111E+12;aperitivo bresaola 50 g;3,26
3,34274E+12;aperitivo jambon cru 60 g;3,09
4,81487E+12;tapas choricitos piccantes 80g;2,1
7,19672E+12;tapas mini brochettes porc 80g;2,1
9,57061E+12;tapas mini brochettes plt 80g;2,1
1,94879E+12;tapas brochettes porc 80g;1,96
6,0197E+12;tapas fourres fromage 80g;2,26
5,91084E+12;tapas espagne assortiment 160g;3,93
3,10231E+12;snacks saucisson de jambon 50;2,06
8,71958E+12;snacks chorizo de jambon 50 gr;2,15
9,56343E+11;aioli terrine mortier 125g;1,65
5,761E+12;tortilla pommes de terre chori;3,95
2,52498E+12;tortilla jambon fromage 700 g;5,32
4,48011E+12;tortilla pdt legumes 200g;3,2
5,90843E+12;tortilla pdt jambon serrano200;3,42
1,60985E+12;tortilla pommes de terre natur;4,76
2,40725E+12;chiffonnade jambon cuit 100g;3,99
6,9523E+12;chiffonnade jbon cuit fh 100g;4,29
7,45146E+12;chiffonnade jambon serrano;4,31
2,41342E+12;chiffonnade coppa;4,31
6,76155E+12;taglio fresco jambon parme 70g;4,96
4,08878E+12;salami gentile tagliofresco 70;3,81
4,22907E+12;taglio fresco jambon cru 120g;6,85
3,17076E+12;salame de toscane;3,86
9,90084E+12;taglio fresco bresaola 70g;5,65
4,12796E+12;taglio fresco mortadelle 70g;1,98
2,10352E+12;taglio fresco salami milan 70g;3,89
9,50504E+12;jambon cru 70g taglio fresco;4,13
9,75795E+12;viande sechee (bresaola) 70 gr;4,23
4,27424E+12;taglio fresco mortadelle  150g;4,11
7,33966E+12;jambon de parme 70 grs;4,95
8,57502E+11;jambon san daniele 70 g;5,12
4,01636E+12;taglio fresco salami milan100g;4,95
9,74973E+12;carpaccio di lombo 70 g;4,06
8,11344E+12;spianata romana 70 g taglio fr;3,74
1,30492E+12;speck taglio fresco igp;3,56
9,85488E+12;coeur de jambon bayonne 4t 70g;3,29
5,09017E+12;coeur jambon 4 tr +1 gratuite;3,29
4,91554E+12;10 tr. de bacon de boeuf;2,44
2,59335E+12;bacon 12tr. 100g;2,17
4,9285E+12;12 tr. de bacon de porc + 3 tr;2,06
8,00059E+12;jbon cru serrano l'intense 70g;2,75
6,84354E+12;filet porc seche le lomito 70g;2,79
9,81663E+12;chorizo l'iberico bellota 70 g;2,85
9,89186E+12;bacon superpose 150g;2,84
7,54456E+12;salami pp 200 g;2,79
2,78005E+12;chorizo doux en tranches 100 g;2,14
5,18473E+12;jambon de vendee 4 fines tranc;3,79
7,87695E+12;1952 g. petitgas jambon de ven;3,19
35036812196;asst alsacien tr fines 200 g;3,75
4,6263E+12;ballotine olives 200g;2,2
5,29605E+12;chiffo.rosette mopo;2,16
5,10599E+12;coppa 100g fontana;3,45
2,82329E+12;lonzo 100g fontana;3,52
4,83579E+12;jambon 100g fontana;3,52
1,62607E+12;saucisson 100g fontana;3,09
1,97414E+12;panzetta tranches fontana 100g;2,72
5,09604E+12;rosette de lyon 10tr 90g;2,07
6,04151E+12;pave poivre 5tr 90g;2,32
5,72148E+12;jambon de savoie 80g;2,09
3,47423E+12;jambon sec auvergne label roug;2,63
9,65072E+12;plateau panache 170g;5,39
3,54743E+12;coppa au sel sec 70g;1,99
4,915E+12;pancetta au sel sec 70g;1,85
8,19282E+11;noix de jambon au sel sec 70g;2,19
7,6775E+12;pave pur porc 90g;1,59
3,63364E+12;bacon 90g;1,79
7,00266E+12;mortadelle 90g;1,49
2,24606E+11;assiette jambon cru fume 80g;1,73
1,86594E+12;saucisson sec pur porc 80g;1,75
3,53559E+11;assiette chorizo espagnol 80g;1,63
3,62259E+12;lonzu tranches 100g;4,87
2,11781E+12;coppa tranches 100g;4,43
2,13863E+12;jambon tranches 100g;3,97
8,57381E+12;pancetta tranches 100g;3,07
5,18821E+12;assortiment j b 200 g;5,04
7,92194E+12;jamb cru age or fines 6 tr100g;4,51
6,58825E+12;jambon aoste 2gd trs 55grs;2,64
7,27632E+12;jamb aoste 6 gdes tranches 165;6,19
6,37883E+12;coppa aoste selection 100g;2,85
4,62875E+12;viande grisons aoste selec.80g;4,97
7,88281E+12;4tr jambon bayonne select 110g;4,38
6,74337E+12;4tr jambon serrano select 110g;4,3
2,48764E+12;10t noix de boeuf sechee 80g;3,9
8,46407E+12;jambon pata negra 4tr 65g;5,08
2,88643E+12;quart de jbn pretranche 220 g;6,75
1,88317E+12;quart serrano aoste 220 g;6,46
9,85234E+12;chiffonnades jbn cru 90g;3,09
5,35246E+12;jbon aoste f&f tsr 6t 100g;4,38
1,06718E+12;chorizo fort cm gt 100g;2,14
9,04105E+12;pav{ de boeuf 8 tranches 80g;4,13
6,22839E+12;aoste jbon cru ss gluten 4gt;4,29
5,48418E+12;saucisson sec tranche 120 g;3,43
1,15898E+12;chorizo tranche 120 g;3,13
3,82486E+12;delice de boeuf seche 80 g;4,66
7,51616E+12;carottes rapees citronn{es;2,5
8,98849E+11;taboule royal 300g;3,05
3,41547E+12;salade de museau 300g;4,16
4,64226E+12;pois chiches aux oignons;3,16
3,37613E+12;salade de fruits de mer 300g b;7,87
7,57228E+12;poulpes a la bastiaise 300g di;7,87
1,8555E+12;tripe corse mode corse 1kg dip;8,67
8,76827E+12;tripe mode corse 500grs dipa;4,63
1,26733E+12;chiff jambon sec 100g;3,63
1,30325E+11;chiffmortadelle 100g;2,22
4,0673E+11;chiff jambon cuit 100g;2,97
6,06716E+12;jambon pata negra;6,56
1,91687E+12;jambon de porc noir de bigorre;7,96
4,96753E+12;jambon portugais;4,05
8,60202E+12;jambon iberique de bellota;9,07
2,95796E+12;bresaola black angus;6,19
1,15003E+12;l'assiette corse;4,96
2,81045E+12;l'antipasti  italien;4,96
1,31623E+12;jambon sec au poivre corse 90g;3,96
7,71982E+12;coppa corse 90g;3,96
4,72252E+12;l'assiette francaise 80g;3,76
9,74865E+12;l'assiette espagnole 80g;3,76
4,33272E+12;lonzo corse 60g;3,26
4,71008E+12;coppa corse 60g;3,26
6,82039E+12;viande des grisons;4,75
9,95133E+12;terrine aux olives pignatta;3,65
5,71071E+11;terrine aux noisettes pignatta;3,65
6,48387E+12;terrien de campagne pignatta;3,57
9,42466E+12;terrine figatelu pignatta;3,75
8,99703E+12;pate de foie corse;2,5
3,92854E+12;terrine aux herbes du maquis;3,65
7,12859E+11;fromage de tete pignata;4,1
8,19841E+12;salami de boeuf tr 200g;5,9
7,98726E+12;chorizo pretranche 180g;5,28
9,03889E+12;salami 16t;3,09
1,02523E+12;jambon serrano cava 10tr 120gr;3,44
5,00915E+12;jambon serrano esp reserv 100g;3,59
5,63244E+12;jambon serrano espagnol reserv;3,59
5,53346E+12;jambon de bellota 80g;9,96
7,38501E+12;lomo longe de bellota 80g;9,99
4,69321E+12;chorizo de bellota 80 g;5,49
8,23428E+12;saucisson de bellota 80 g;5,49
7,01751E+12;jambon epaule de bellota 80 g;7,96
3,66834E+12;des de jambon de bellota 80g;6,49
9,24977E+12;chiffonnade chorizo;3,45
1,47646E+12;chiffonnade saucisson;3,45
2,4591E+12;taglio fresco jamb roti/h 130g;6,04
8,34429E+12;taglio fresco il basilico 110;5,69
3,8216E+12;taglio fresco de dinde  100 g;4,2
5,72279E+12;taglio fresco jambon cuit 150g;6,31
2,05681E+12;jambon cuit 70g taglio fresco;3,23
4,57419E+12;il tartufo 100 g - taglio fres;6,08
2,85614E+12;les minis grilles de porc 175g;3,99
2,06067E+12;les minis grilles h.prov 175g;3,99
5,81724E+12;les minis grilles de porc bbq;3,96
3,17198E+12;4 tr roti porc a la broche 120;2,95
6,06931E+12;4 tr jambon paris tsr 160 g;3
3,63312E+12;4t fines jambon bio 120g;4,55
9,08634E+12;4trs blanc poulet halal 160grs;2,75
7,58051E+12;4trs blanc dinde dore halal;2,89
1,41725E+12;4trs fines blanc poulet halal;2,71
4,87892E+12;4t roti porc bro +1 gte;2,66
7,46952E+12;1/2 jambonneau porc sc+10% g;2,95
7,99091E+12;4 tr jambon paris tsr+1gte200g;3
1,14736E+12;4tr blc poulet etouffee+1gte;2,33
2,34453E+12;4t roti de poulet cuit 160 g;3,17
3,82334E+12;4 tr jb sup leg sc +1tr.gr.200;3,63
1,86706E+12;4trs fines blanc plt+1trs grt;2,71
6,49606E+12;4t blanc dinde d.f+1trs grt;2,97
4,97789E+12;4t jambon le paris torc tsr160;3,12
3,66402E+12;carre de porc roti 140g+1t gte;3,49
4,80002E+12;4t jambon le paris torc tsr+1g;3,05
6,26912E+12;2trs blanc poulet bio 80grs;3,43
4,91759E+12;10trs roulade volaille halal;2,2
2,31763E+12;10tr rolade volail halal 150g;2,11
2,99129E+12;4trs filet poulet roti 120grs;2,56
5,43531E+12;4trs filet poulet herbes 120g;2,39
8,91298E+12;8 tr. fines blc poulet halal;4,49
2,71372E+12;4t roti de plt cuit+1 gt 200g;3,17
3,16169E+12;4tr.filet plt roti+1 gte 150g;2,49
1,88675E+12;4trs filet poulet herbes+1gte;2,46
3,22307E+12;10tr roulade volaille halal+2g;2,2
3,00514E+12;10tr roulade volaille halal2gt;2,11
8,89218E+12;4tr filet poulet braise 120 g;2,59
2,94454E+12;4t roti de boeuf 120 g;3,92
7,52431E+12;4 t roti porc cuit ds filet;3,05
8,13999E+12;4t roti de boeuf+1gte 150g;3,92
3,69891E+12;4 tr.+1 gt epais.filet de plt;2,59
6,53182E+12;6t filet poulet roti 160 g;3,46
5,8439E+11;4 tr jb de nos campag+1gte 200;3,65
8,4052E+12;4t jb recet aut+1gte 250g;3,95
2,57582E+12;4tr.blanc dinde etouffee 160g;2,45
60287734264;4 tr jb le fume ac 160g;2,99
6,25927E+12;2 tr jambon bio ac 80g;3,13
5,21923E+12;4tr jb le torch +1gte 200g;2,75
3,8924E+12;4tr.blc dinde etouf+1 gte;2,32
2,97372E+12;4 tr. jb le sup tsr +1 tr. gra;3,04
8,93963E+12;4 tr jb le fume ac +1grte;3,05
8,85402E+12;4t jb fin ital tsr 120 g;2,69
2,41026E+12;4t fine jb le fume tsr 120 g;2,95
9,0412E+12;4t jb ital tsr +1tr.grt 150g;2,69
4,28329E+12;jbn paris 4t.leger sc 120g;2,65
2,10499E+12;jbn paris 4t.leg+1tr. 150g;2,65
3,21179E+12;jambon dinde halal 6tr. 180g;3,73
1,91801E+12;4t filet poulet tsr 120 g;2,87
2,01713E+12;8 tr. le jambon de paris s.c.,;4,49
49086442084;4 tr jbn auth a l'etouffee;3,39
4,70754E+12;4 tr jbn auth au torchon;3,53
3,29702E+12;4 tr jbn auth cuisine a l'os;3,53
2,8796E+12;4 tr roti de porc authent;3,95
3,3873E+12;jambon dinde halal+1tr gt 210g;3,16
4,2246E+12;jbn auth a l etouff.4+1gt 200g;3,53
2,26755E+12;jbn auth. torchon 4+1gt 200g;3,53
6,59642E+12;4 tr jbn auth a l'os +1tr.grte;3,53
7,13545E+12;roti porc auth.4+1tr.grt 225g;3,79
2,52797E+12;10 tr. de bacon de boeuf + 2 t;2,33
5,23767E+12;4tr fines jbn bio torchon 120g;5,35
2,67312E+12;2tr blanc plt dore au four 80g;1,64
3,37248E+12;4t blanc poulet dore au four;2,44
8,81895E+12;6tr fines blc plt dore au four;3,15
5,84168E+12;8 tr. fines blanc poulet 240g;3,99
7,21148E+12;4tr fine blc plt au tournebroc;2,23
6,15367E+12;2 tr. jambon le superieur cuit;1,99
4,1098E+12;4 tr. jambon le superieur cuit;3,11
5,17853E+11;6 tr. jambon le superieur cuit;4,59
2,08683E+12;2 tr. jambon le torchon cuit ˜;2,13
8,13028E+11;4tr jbn torchon cuit 160 g;3,24
6,63392E+12;4 tr.jbon sup.cuit +1grte 200g;2,9
5,46298E+12;blanc plt 4+1tr gt dore au fou;2,43
4,5511E+12;6 tr. fines blanc de poulet do;3,12
8,2253E+12;fines blanc plt tourn 4+1 gt;2,23
8,57179E+12;2 tr. blanc de dinde dore au f;1,73
7,27453E+11;4 tr. blanc de dinde dore au f;2,65
1,9289E+12;4 tr. fines de blanc de dinde;2,53
99188047142;6tr. fines jambon italien 100g;2,82
1,93432E+12;6 tr. fines jambon herbes 100;2,76
5,54345E+12;1/2 jambonneau porc sc 250 g;3,14
2,80058E+12;4 tr. fines de blanc de dinde;2,25
2,40589E+11;6 tr. fines jambon recette ˜ l;2,76
7,68219E+12;6 tr. fines jambon recette ˜ l;2,76
8,43083E+11;4 tr. blanc de dinde dore au f;2,65
7,2747E+11;6 tr. le tranch{ fin de boeuf;3,26
6,25742E+12;6tr.le tranch{ fin boeuf+1tr g;3,26
3,07674E+12;2trs blanc poulet sel reduit80;1,72
1,32432E+11;2 tr de roti de porc 100g;1,87
7,66945E+12;filet poulet herbes prov. 150g;3,39
9,48751E+12;filet poulet thym&citron 150g;3,39
9,97288E+11;2 tr. jambon le superieur cuit;1,97
7,70713E+12;4 tr. jambon le superieur cuit;2,95
7,59788E+12;6 tr. fines jambon le superieu;3,97
7,38966E+12;4 tr. jambon le superieur a.c.;3,12
8,26177E+11;4tr jb le superieur sc+1 gte;2,4
4,69534E+12;6tr jamb.le sup.sc+1trs grt;3,68
8,95659E+11;4 tr. jambon le superieur a.c.;3,09
7,31592E+12;4 tr roti porc label rouge 160;3,39
9,24017E+12;4 tr le jbn label rouge sc160g;3,79
7,74937E+11;4 tr jb super leger sc amg 160;3,6
2,3083E+12;carre de porc roti 140 g;3,39
3,23068E+12;filet poulet roti 200g;4,54
8,84647E+11;4 tr. blanc de poulet - 25 % d;2,93
4,08617E+12;4 tr. blc poulet - 25 % +1 tr;2,93
3,05288E+12;2tr le roti de porc bio 80 g;3,26
3,21087E+12;4 tr. jambon sup{rieur s.c. j';3,4
3,07751E+12;2 tr. jambon le torchon cuit s;1,99
1,87268E+12;4 tr. fines jambon le torchon;2,69
3,23504E+11;4 tr jb tr fin italienne sc120;2,15
7,13883E+12;4 tr fines blanc plt f/h 120g;2,09
6,48291E+12;le hache de dinde 2x100g;2,05
8,61598E+12;4tr.f filet dinde fume +1 gte;2,25
3,75734E+12;2 t le jambon a poeler 160g;2,76
9,13627E+12;2 tranches roti de dinde 100g;2,11
1,40477E+12;le bon paris bio 4t 120g;4,72
5,18341E+12;tendre noix broche-25%sel2t80g;1,89
3,7578E+12;4tr tendre noix broc -25% sel;3,15
6,97569E+12;tendre noix sel reduit 4t;3,22
1,6342E+12;tendre noix torchon 4t;3,1
3,21289E+12;tendre noix le virginie 4tr 6x;2,9
1,77955E+12;tendre noix broche 2t+1 gte;1,72
2,38233E+12;le bon paris -25% de sel 6t+1;3,39
6,22575E+12;tendre noix 4 tr +1 gte 200g;3,05
3,59523E+12;tendre noix tr fines x4+1gt;2,27
1,56498E+12;tendre noix torchon 4t+1gt 200;3,05
3,2456E+12;tendre noix virginie 4+1;2,69
7,23184E+11;cotelette gde etouffee 180g;3,28
1,76203E+12;jambon de paris x4;18,9
5,53639E+12;poitrine fumee cuite x 6;1,7
4,13547E+12;roti cuit ficelle x2;2,2
51502776632;saucisson de paris cuit 220g;2,7
2,45322E+12;jambon fume-grill 2 trs ©p 200;3,79
7,22717E+12;pastrami de boeuf;7,36
1,16305E+12;pastrami de boeuf au poivre;8,01
1,40315E+12;roast dinde 142 g;4,95
4,43235E+12;blanc de poulet 160 g;3
5,80855E+12;blanc de dinde fume 160 g;2,71
8,5524E+12;delice de dinde tranche 160g;2,4
7,10454E+12;id bacon dinde 8tr 120g rp20%;2,26
9,51649E+12;delice de poulet dore 120g;2,9
2,83311E+11;delice de dinde 6 tr 180 g;3,04
1,52121E+11;delice de dinde 8tr 240g;3,86
7,03546E+12;id delice de poulet 8tr 240g;3,96
2,21159E+12;delice de poulet tsr 4tr 120g;3,26
1,25596E+12;id delice poulet 300g 8tr+2gt;3,96
2,83925E+12;id delice de dinde fume 8tr 24;3,96
5,87816E+12;jambon sup dd 2tr 80g brocel.;1,75
3,27699E+11;jambon sup dd 4tr.160g broc.r;2,96
8,61936E+12;jambon 4 tranches dd;2,96
9,94328E+12;mignonette fumee 240g;7,1
4,62803E+11;poulet braise en bte;8,75
5,24538E+12;poitrine poulet trche bte 300g;9,02
1,54428E+12;jambon dinde cuit trche 142grs;5,28
3,25373E+12;mortadelle tranche 142grs;4,95
1,69993E+12;chiffonnade de dinde au miel r;5,34
7,62048E+12;blanc de dinde fumee ail et ch;8,36
9,1982E+12;pastrami dinde fumee 300g;8,25
4,81821E+12;poitrine dinde fumee 300g;8,05
7,75792E+12;dinde fumee bag en tranc 270g;7,95
8,16428E+12;chiffonade de dinde 142g;4,96
1,50801E+12;chicken strip 400g;12,05
5,12061E+12;chawarma poulet parguit 400g;11,79
5,22331E+12;guilboa poit.dinde fume 142grs;4,92
9,16931E+12;guilad pastrami de dinde 142gr;5,45
4,11172E+12;tendre noix sup-25% sel2t 80g;1,89
8,59609E+12;4t tendre noix bouquet herbes;2,78
1,39574E+12;le bon paris plais & leger120g;2,49
5,70092E+12;tendre noix sup -25%sel4t+1;3,15
5,80644E+12;tendre noix broche -sel6t 240g;4,14
3,71291E+12;le bon paris bouillon de legum;2,72
7,17379E+12;le bon poulet thym 4t - 120g;2,96
4,1854E+12;le bon poulet nature 4t +1t gr;2,45
1,4977E+12;le bon poulet nature 4t - 120g;2,45
7,41816E+12;tendre noix broche 4 tranches;2,79
6,25848E+11;le bon paris fume 2t;1,65
9,20559E+12;le bon paris -25% de sel 4t;2,72
6,13807E+12;le bon paris a l etouffe 2t;1,43
7,18636E+12;le bon paris -sel 6t;3,69
6,83488E+12;le bon paris -25% de sel 2t;1,55
3,02921E+12;le bon paris etouffe ss couene;3,89
1,97824E+12;le bon paris etouffe s couenne;2,75
2,20213E+12;le bon paris fume 4t;2,59
9,57991E+12;tendre noix broche 4t+1t;2,78
7,56357E+12;boudin blc irresistible 250g;2,89
1,44661E+11;knackis maxi 2x90 grs;1,55
2,96073E+12;grille de knacki x 4 280grs;2,28
8,97132E+12;fume alsace 4x100 g;4,71
7,54012E+12;assiette alsacienne trs 225 g;3,99
8,90871E+12;saucisse viennoise x 4 260g;3,62
3,20117E+12;knacks alsace bq secab2x2 260g;4,45
4,82114E+12;tartinette l'originale 150 g;1,43
3,41101E+12;la fumee d'alsace qualite supe;5,9
5,4062E+11;saucisse de jambon 250 g;3,39
8,15475E+12;saucisse de lyon qualite super;2,19
7,48783E+12;saucisse de lyon fine qualite;1,99
8,28076E+12;saucisse de foie 250 g;2,15
2,99427E+12;saucisse francfort x6 240 g;2,85
9,39845E+12;mett la delicieuse 100 g;1,49
2,55423E+12;saucisse de viande courbe 300g;3,36
1,50158E+12;saucisse de viande courbe bn;4,79
5,68125E+12;petit cervelas bn x 4  360g;5,26
1,91378E+12;saucisse francfort x 4  240 g;4,11
3,79803E+12;veritable knack alsace 240 g;4,43
7,89305E+12;viennoise superieure bn par 4;5,81
2,10739E+12;4 saucisses fumees d alsace400;5,43
1,9892E+12;saucisse strasbourg rge 240g;4,13
8,82591E+12;colmett 150g;1,55
9,2908E+11;saucisse de foie alsace 250 g;3,23
7,32312E+12;saucisse lyon tr fines 150 g;2,9
9,97385E+12;saucisse lyon superieure 250g;3,47
1,4502E+12;saucisse jambon tr fines 150 g;3,06
3,15403E+12;saucisse jamb superieure 250g;3,99
2,57329E+12;saucisse pistache tr fin 150 g;3,08
4,35605E+12;saucisse pistachee superieure;3,5
2,87516E+12;gendarme x 2 120g;2,74
4,28553E+12;diots de savoie nat.4x90grs;4,05
8,9096E+12;diots de savoie fumes 4x90grs;4,05
9,50574E+11;diots de savoie chou 4x90grs;4,05
8,09673E+12;diots de savoie au beaufort 4x;4,99
9,37337E+12;saucisse cervelas 320grs;6,28
5,52426E+12;boudin blanc barbecue 300g;5,63
2,68585E+12;boudin blanc brioche 300g;5,99
7,47945E+12;boudin blanc rethel igp 230g;3,86
3,29778E+12;boudin blanc truffe 230g;6,6
9,65006E+11;boudin blanc cocktail 200 g;4,29
5,49158E+12;boudin blanc maroilles 230g;4,57
4,97254E+12;saucisdelice volaille boeuf500;2,43
6,61671E+12;saucisdelice volaille /boeuf;1,35
8,18471E+12;saucisdelice volail/veau 500g;2,65
2,61523E+12;id petit saucisdelice 230g;1,41
4,91965E+12;mortadelice volaille olive120g;2,2
7,33397E+12;saucisse vol/boeuf piquant 500;2,64
6,8153E+12;les saucisdelices gout fume350;3,3
9,76688E+11;blanc dinde fume 4t+1 gte;2,4
8,39549E+11;id mortadelice olives 144g 10t;2,2
4,9305E+12;saucis'delice bf oliv 500g;2,64
2,80433E+12;id saucisson sec tranche 120g;3,43
5,65575E+12;delice poulet dore 4t+1 gte;2,9
5,09947E+11;saucidelice bf piquant 230g;1,39
3,57479E+12;saucidelice boeuf olive 230 g;1,39
9,73921E+12;mini deliss original 200g;3,39
7,28888E+12;id saucisdelice gt boeuf piqt;2,64
